Date,Total,Influneza A,Influneza B,Male,Female,Temperature,Minimum Temperature,Maximum Temperature,Relative humidity,Wind speed,Rainfall,Sunshine duration,Vapour pressure
2016/9/6,2,2,0,1,1,28.3,26.4,31.3,77,4.9,0.0,10,29.5
2016/9/7,0,0,0,0,0,27.1,25.2,30.2,86,4.0,3.5,2.3,30.6
2016/9/8,2,2,0,1,1,27.2,25.5,31.3,87,4.0,0.5,3.4,31.1
2016/9/9,3,3,0,1,2,27.8,24.9,31.8,72,2.2,,10.8,26.6
2016/9/10,6,6,0,1,5,27.2,24.6,30.9,72,3.3,0.0,8.9,25.9
2016/9/11,3,3,0,0,3,23.0,21.4,25.7,91,2.4,16.5,0,25.7
2016/9/12,3,3,0,2,1,24.5,22.3,27.2,82,3.5,0.0,1.3,25.4
2016/9/13,4,4,0,2,2,23.2,21.6,24.4,96,2.8,57.5,0,27.2
2016/9/14,4,4,0,3,1,22.7,20.6,25.3,92,2.3,9.0,0.2,25.3
2016/9/15,3,3,0,1,2,24.3,22.5,26.2,89,2.1,5.0,0.1,26.8
2016/9/16,6,6,0,1,5,23.6,23.1,24.8,90,1.6,0.5,0,26.1
2016/9/17,4,4,0,1,3,25.3,22.4,29.2,85,2.4,,5.8,27.1
2016/9/18,2,2,0,1,1,25.2,23.0,26.7,89,3.9,0.5,0,28.4
2016/9/19,3,3,0,1,2,21.8,19.3,23.7,96,3.0,19.5,0,25.1
2016/9/20,2,1,1,1,1,19.3,17.9,20.4,99,5.6,112.0,0,22.2
2016/9/21,4,4,0,3,1,20.4,17.8,22.8,86,3.3,0.0,0.1,20.5
2016/9/22,0,0,0,0,0,19.6,18.2,20.7,97,4.4,52.5,0.1,22.2
2016/9/23,5,3,2,2,3,21.4,19.8,22.7,99,1.3,17.0,0,25.2
2016/9/24,1,1,0,0,1,21.9,20.9,23.7,96,2.2,5.0,0,25.3
2016/9/25,1,1,0,1,0,23.8,20.6,29.2,87,2.1,0.0,4.9,25.5
2016/9/26,8,8,0,7,1,25.5,22.4,29.2,85,1.7,,4.5,27.7
2016/9/27,3,3,0,2,1,26.0,23.5,29.5,89,2.2,0.0,7.2,29.6
2016/9/28,3,3,0,2,1,26.9,25.0,31.0,84,4.1,0.0,4.2,29.5
2016/9/29,4,4,0,2,2,25.4,22.9,28.4,83,2.9,0.0,0.5,27.0
2016/9/30,2,2,0,1,1,21.7,19.0,23.9,67,2.6,1.0,1,17.3
2016/10/1,1,1,0,0,1,20.1,17.9,22.0,88,2.6,2.0,0,20.5
2016/10/2,2,2,0,0,2,22.9,20.4,26.7,79,1.7,,6.3,21.9
2016/10/3,2,2,0,0,2,22.8,20.6,26.7,94,2.4,3.5,0.1,26.1
2016/10/4,1,1,0,1,0,25.2,20.6,31.1,77,2.2,,6.6,24.2
2016/10/5,2,2,0,1,1,24.6,22.7,26.7,81,3.1,0.5,1.9,25.2
2016/10/6,2,1,1,0,2,26.2,23.1,31.8,64,3.8,0.0,7.8,21.7
2016/10/7,5,4,1,2,3,21.5,20.1,24.0,53,3.7,0.0,4,13.6
2016/10/8,4,3,1,0,4,22.3,18.9,25.6,83,3.5,12.0,1.1,22.6
2016/10/9,1,1,0,0,1,22.8,19.4,25.7,74,5.3,6.5,0,20.9
2016/10/10,3,3,0,0,3,18.9,18.1,20.5,60,3.0,0.0,0.1,13.2
2016/10/11,3,3,0,1,2,18.2,17.1,20.6,65,2.6,0.0,0.4,13.6
2016/10/12,4,4,0,3,1,18.6,14.9,22.1,66,2.4,,8,13.9
2016/10/13,2,2,0,2,0,16.9,15.8,19.0,70,3.0,0.0,0.1,13.4
2016/10/14,2,2,0,1,1,16.8,14.4,19.9,58,3.0,,3.6,11.0
2016/10/15,5,5,0,3,2,17.4,12.4,22.5,63,3.0,,10.6,12.1
2016/10/16,0,0,0,0,0,18.5,14.0,23.5,64,2.5,0.0,5.5,13.7
2016/10/17,5,5,0,4,1,18.1,16.6,19.4,91,3.0,13.5,0,19.0
2016/10/18,3,3,0,1,2,21.6,17.7,26.4,83,2.1,3.5,7.6,21.2
2016/10/19,6,6,0,3,3,21.4,19.2,24.8,78,2.7,0.0,5.3,19.8
2016/10/20,8,6,2,4,4,22.3,18.9,27.6,64,2.8,,10.1,16.9
2016/10/21,8,8,0,5,3,19.0,17.5,21.1,60,3.0,,4,13.0
2016/10/22,2,2,0,1,1,17.2,15.2,18.7,69,3.3,0.0,0,13.6
2016/10/23,7,7,0,7,0,18.4,15.7,22.2,67,3.7,0.0,4.9,14.0
2016/10/24,8,8,0,6,2,15.8,13.7,18.5,52,2.5,,5.9,9.3
2016/10/25,4,4,0,0,4,14.8,11.1,18.1,70,2.6,3.0,3,12.0
2016/10/26,4,4,0,2,2,20.4,13.6,25.7,80,2.7,0.0,10.3,19.2
2016/10/27,3,3,0,2,1,19.7,15.5,22.2,53,4.2,,5.2,12.1
2016/10/28,13,12,1,5,8,12.8,10.3,16.3,76,3.5,20.0,0,11.0
2016/10/29,5,5,0,3,2,15.9,12.1,20.2,75,2.7,1.0,0,13.5
2016/10/30,3,3,0,3,0,12.4,10.6,13.7,73,2.7,1.0,0,10.5
2016/10/31,9,9,0,4,5,14.7,10.6,18.0,67,2.5,,4.8,11.1
2016/11/1,8,7,1,4,4,13.9,11.8,16.6,77,2.9,9.5,2.8,12.2
2016/11/2,11,10,1,8,3,11.6,9.3,12.9,64,3.2,2.5,0,8.7
2016/11/3,5,5,0,2,3,13.3,8.9,19.0,65,3.5,0.5,9.2,9.7
2016/11/4,15,15,0,7,8,14.4,10.5,19.1,49,3.2,,9.4,7.8
2016/11/5,7,7,0,4,3,15.3,11.8,20.5,61,3.4,0.0,7.3,10.7
2016/11/6,4,4,0,2,2,15.8,11.4,20.8,56,3.8,,9.9,9.7
2016/11/7,15,15,0,5,10,11.8,9.4,14.8,60,2.9,,6.8,8.2
2016/11/8,11,10,1,4,7,11.0,7.3,14.2,74,2.2,3.5,1,9.7
2016/11/9,9,9,0,2,7,10.9,8.8,14.5,49,6.8,5.0,3.9,6.4
2016/11/10,11,11,0,3,8,10.1,8.3,12.7,50,4.0,0.0,0.4,6.3
2016/11/11,7,7,0,4,3,9.4,5.9,12.0,96,5.4,47.0,0,11.5
2016/11/12,11,11,0,8,3,14.6,11.1,19.5,79,2.9,0.0,9.4,12.8
2016/11/13,8,8,0,6,2,15.1,10.7,20.1,79,2.4,,8.7,13.5
2016/11/14,29,27,2,11,18,14.3,13.0,16.1,84,2.6,3.5,0,13.8
2016/11/15,16,16,0,10,6,15.5,13.0,19.0,83,2.7,0.5,1.7,14.7
2016/11/16,11,11,0,9,2,12.9,11.7,14.6,50,3.5,,1.1,7.4
2016/11/17,14,14,0,8,6,13.3,9.5,18.1,57,2.7,,8,8.7
2016/11/18,18,18,0,10,8,12.5,8.4,17.0,60,2.4,,7.8,8.9
2016/11/19,13,13,0,10,3,10.6,8.6,12.2,90,2.8,24.0,0,11.5
2016/11/20,14,14,0,8,6,15.0,10.3,21.9,85,1.9,,8.3,14.2
2016/11/21,21,21,0,9,12,13.4,10.8,15.7,86,3.3,1.5,0,13.3
2016/11/22,18,18,0,8,10,14.6,10.4,19.9,89,1.9,12.5,7.1,14.7
2016/11/23,8,7,1,4,4,11.7,7.4,15.1,56,4.2,1.0,0.3,7.9
2016/11/24,19,19,0,13,6,3.1,1.2,7.5,91,4.9,21.0,0,6.9
2016/11/25,25,25,0,10,15,6.4,1.7,12.2,75,2.8,,9.6,7.1
2016/11/26,18,18,0,12,6,8.9,4.4,13.2,71,3.3,,6.9,8.1
2016/11/27,20,20,0,15,5,10.6,8.1,13.9,82,2.9,10.0,0.3,10.4
2016/11/28,39,38,1,24,15,11.5,9.5,14.4,63,4.1,6.0,1.1,8.5
2016/11/29,40,40,0,22,18,10.8,8.4,14.8,45,4.9,0.0,3.8,5.8
2016/11/30,28,27,1,18,10,9.4,6.3,11.9,55,3.5,0.0,5.2,6.6
2016/12/1,32,32,0,13,19,11.1,6.0,17.5,84,3.7,18.5,4.4,11.2
2016/12/2,50,50,0,28,22,12.3,9.8,16.1,50,3.4,,9.4,7.1
2016/12/3,48,47,1,24,24,12.1,7.7,16.3,54,2.4,,5.6,7.6
2016/12/4,47,47,0,24,23,13.1,8.8,17.3,67,2.6,0.5,7.2,10.1
2016/12/5,80,80,0,43,37,13.8,9.7,18.4,76,2.0,2.5,7.6,11.7
2016/12/6,59,58,1,33,26,11.7,7.2,17.5,55,4.8,,8.3,7.7
2016/12/7,65,65,0,30,35,8.4,6.0,11.2,50,3.2,,2.7,5.5
2016/12/8,52,52,0,28,24,9.8,4.9,14.2,52,2.7,,9,6.1
2016/12/9,57,57,0,32,25,12.1,5.6,17.2,55,4.9,,9.3,7.7
2016/12/10,58,56,2,32,26,9.1,5.7,12.5,44,4.7,,8.5,5.1
2016/12/11,35,34,1,16,19,7.4,4.5,11.3,40,3.8,0.0,6.7,4.1
2016/12/12,106,101,5,54,52,7.5,3.4,10.8,49,2.3,,7.8,5.1
2016/12/13,83,81,2,40,43,10.1,5.5,15.5,66,2.4,4.5,1.7,8.6
2016/12/14,89,87,2,43,46,8.7,6.4,10.8,76,4.4,39.0,0,8.6
2016/12/15,103,101,2,51,52,7.0,4.4,10.3,38,4.3,,3.3,3.8
2016/12/16,138,135,3,74,64,5.5,2.6,10.1,44,4.6,,8.3,3.9
2016/12/17,100,100,0,61,39,8.1,1.8,13.8,47,2.0,,9.5,5.1
2016/12/18,77,77,0,38,39,9.0,4.1,14.1,60,1.5,,7.6,6.8
2016/12/19,267,264,3,125,142,11.5,6.4,16.7,57,1.7,,8.8,7.5
2016/12/20,223,220,3,112,111,10.8,7.6,14.1,69,2.2,,4.3,8.9
2016/12/21,187,183,4,86,101,11.8,6.9,16.9,68,1.9,,8.1,9.4
2016/12/22,263,260,3,137,126,16.0,9.8,20.5,83,5.0,13.5,2.8,15.4
2016/12/23,112,112,0,54,58,16.2,9.7,20.2,55,6.2,7.5,8.9,10.7
2016/12/24,248,246,2,120,128,9.3,6.7,12.4,43,4.3,,8.7,5.1
2016/12/25,115,115,0,60,55,8.1,6.3,11.3,52,2.3,,5.1,5.6
2016/12/26,349,345,4,179,170,8.9,4.7,14.8,60,2.8,,1.1,7.0
2016/12/27,237,235,2,117,120,13.2,6.4,18.3,79,6.1,4.5,0.7,12.4
2016/12/28,230,226,4,119,111,6.8,3.5,9.2,42,5.3,0.0,9.5,4.1
2016/12/29,246,242,4,122,124,6.4,2.2,13.9,54,3.0,0.0,5.4,5.2
2016/12/30,143,142,1,68,75,6.6,3.8,10.5,42,4.8,,8.2,4.0
2016/12/31,194,193,1,91,103,7.2,3.4,12.6,52,2.2,,8.7,5.2
2017/1/1,163,162,1,79,84,8.5,4.2,13.6,56,2.4,,9.5,6.2
2017/1/2,223,220,3,97,126,8.9,5.6,13.3,65,1.9,,6.7,7.4
2017/1/3,198,195,3,101,97,9.2,4.5,14.1,51,2.8,,9,5.7
2017/1/4,417,406,11,198,219,9.3,5.3,14.5,47,3.4,,9.2,5.6
2017/1/5,363,358,5,170,193,7.3,4.2,10.7,38,6.9,,9.5,3.8
2017/1/6,303,298,5,138,165,5.5,2.7,8.8,44,3.3,,9.4,3.9
2017/1/7,252,249,3,117,135,5.2,1.2,9.2,54,2.3,,9.1,4.8
2017/1/8,204,199,5,100,104,4.4,2.4,6.7,76,5.7,19.5,0,6.3
2017/1/9,148,145,3,81,67,8.3,5.1,11.9,80,5.0,4.5,1.9,8.7
2017/1/10,445,438,7,244,201,8.6,5.3,12.3,61,2.8,,8.3,6.8
2017/1/11,325,313,12,173,152,7.5,4.8,10.5,47,3.2,,8.4,4.9
2017/1/12,312,298,14,157,155,7.2,2.1,11.9,50,3.6,,9.6,5.0
2017/1/13,341,332,9,182,159,7.6,4.4,12.7,48,4.5,,9.6,4.9
2017/1/14,262,255,7,128,134,3.4,-0.1,8.4,48,4.2,,4.9,3.8
2017/1/15,191,185,6,87,104,1.9,-1.2,6.1,36,2.7,,8.5,2.5
2017/1/16,553,540,13,292,261,4.1,-0.3,8.7,37,3.3,,8.7,2.9
2017/1/17,386,371,15,188,198,6.6,2.6,11.1,49,2.8,,8.9,4.6
2017/1/18,449,431,18,213,236,6.3,2.1,9.9,58,2.5,,8.7,5.6
2017/1/19,548,523,25,274,274,7.2,4.3,11.4,46,3.5,,5.6,4.6
2017/1/20,593,560,33,304,289,3.7,2.0,4.7,60,4.2,0.0,0.2,4.8
2017/1/21,500,483,17,258,242,6.5,2.1,11.0,50,5.3,,9.7,4.6
2017/1/22,290,279,11,161,129,7.4,1.8,13.6,44,3.9,0.0,9.7,4.4
2017/1/23,955,910,45,515,440,4.5,1.2,7.8,34,4.7,,5.2,2.8
2017/1/24,702,660,42,366,336,3.2,0.3,7.5,32,3.4,,8.3,2.4
2017/1/25,565,542,23,281,284,4.4,0.3,10.1,33,3.2,,10.1,2.7
2017/1/26,624,583,41,325,299,5.7,0.6,10.0,48,2.3,0.0,9.9,4.5
2017/1/27,637,607,30,317,320,11.0,4.4,15.6,51,6.6,,5.3,6.6
2017/1/28,642,607,35,316,326,9.1,5.9,12.5,49,2.7,,8.9,5.6
2017/1/29,352,332,20,181,171,8.8,5.6,12.2,59,3.0,0.0,6.1,6.7
2017/1/30,1046,975,71,531,515,12.3,7.5,19.3,63,4.8,0.5,8.6,9.0
2017/1/31,640,607,33,343,297,6.8,3.7,10.7,35,5.9,,9.3,3.4
2017/2/1,533,496,37,280,253,6.5,3.1,10.7,43,3.5,,8.1,4.3
2017/2/2,489,459,30,233,256,5.5,2.2,10.0,33,4.1,,10.2,2.9
2017/2/3,528,492,36,261,267,7.7,2.8,13.8,37,3.3,,9.5,3.7
2017/2/4,449,417,32,223,226,8.7,4.9,12.3,43,3.1,,9.7,4.9
2017/2/5,215,203,12,97,118,7.3,4.6,9.1,64,2.2,1.0,2.4,6.6
2017/2/6,696,623,73,363,333,9.2,5.3,14.9,51,3.9,0.5,6.3,5.8
2017/2/7,455,412,43,238,217,6.6,4.2,11.4,28,6.1,,9.8,2.6
2017/2/8,349,317,32,193,156,7.0,3.5,11.2,31,4.0,,8.3,3.1
2017/2/9,348,307,41,198,150,3.1,1.3,6.6,83,4.0,5.0,0,6.2
2017/2/10,361,320,41,186,175,4.3,0.5,10.2,69,3.9,1.0,4.6,5.6
2017/2/11,206,184,22,105,101,4.8,-0.4,10.3,39,3.1,,6.9,3.1
2017/2/12,217,194,23,120,97,5.8,2.0,11.3,34,3.2,,7.7,3.1
2017/2/13,612,534,78,350,262,6.6,2.3,12.0,32,3.2,,9.2,3.1
2017/2/14,352,284,68,184,168,6.3,2.5,10.8,37,3.5,0.0,7.9,3.4
2017/2/15,299,247,52,151,148,7.0,1.9,11.6,40,2.9,,10.4,4.0
2017/2/16,317,262,55,152,165,8.1,2.9,13.7,53,2.8,,10.4,5.8
2017/2/17,310,242,68,154,156,14.1,7.5,18.7,60,7.0,0.0,6.1,10.0
2017/2/18,252,206,46,129,123,8.5,6.8,11.5,46,3.9,0.0,4.9,5.1
2017/2/19,155,124,31,83,72,7.0,2.8,11.6,46,4.8,0.0,10.4,4.5
2017/2/20,373,276,97,198,175,10.7,3.7,18.5,63,6.4,3.5,4,8.8
2017/2/21,268,210,58,132,136,7.1,4.4,10.3,31,6.4,,10.8,3.1
2017/2/22,205,144,61,107,98,7.3,2.7,10.8,51,3.7,0.0,4,5.5
2017/2/23,175,131,44,80,95,13.1,9.4,18.1,71,6.1,4.0,2.5,11.0
2017/2/24,216,154,62,96,120,7.8,5.6,12.0,35,5.5,0.0,2.4,3.7
2017/2/25,174,110,64,93,81,8.0,5.0,12.3,59,2.2,0.0,7.6,6.3
2017/2/26,101,71,30,57,44,8.9,4.9,12.6,53,2.4,,9.8,5.9
2017/2/27,277,144,133,136,141,6.7,4.9,8.8,60,4.0,0.0,0.4,5.9
2017/2/28,191,111,80,90,101,6.0,3.8,9.0,61,3.6,,8.3,5.7
2017/3/1,166,89,77,77,89,7.0,3.4,11.4,72,2.2,10.0,8.3,7.2
2017/3/2,154,103,51,88,66,7.1,5.7,8.4,94,3.2,10.5,0,9.4
2017/3/3,210,101,109,112,98,9.0,4.7,16.0,60,3.4,1.0,9.1,6.7
2017/3/4,197,109,88,102,95,9.5,5.2,14.2,48,3.0,,6,5.8
2017/3/5,87,51,36,45,42,10.9,5.8,14.7,55,2.8,,8.6,7.2
2017/3/6,290,155,135,139,151,9.6,8.6,11.5,88,2.1,9.0,0.3,10.5
2017/3/7,199,91,108,103,96,7.1,4.0,12.1,52,3.9,0.0,3.3,5.2
2017/3/8,163,69,94,90,73,6.4,2.0,10.7,51,2.3,0.0,8.2,4.8
2017/3/9,167,94,73,81,86,8.1,2.5,13.0,43,2.7,,11.2,4.6
2017/3/10,180,80,100,91,89,9.0,5.2,13.8,40,3.0,0.0,9.8,4.6
2017/3/11,137,68,69,67,70,7.9,5.6,11.8,46,4.2,,5.5,4.8
2017/3/12,77,36,41,39,38,8.2,4.8,11.7,54,2.8,0.0,8.3,5.9
2017/3/13,234,93,141,108,126,8.7,6.3,12.2,74,2.7,2.0,0.5,8.4
2017/3/14,153,60,93,79,74,8.3,6.6,11.1,86,4.9,2.0,0.3,9.4
2017/3/15,141,62,79,77,64,6.2,4.6,8.3,72,3.9,0.0,0.5,6.8
2017/3/16,122,45,77,65,57,8.4,3.8,13.8,58,2.5,,7.4,6.2
2017/3/17,160,54,106,76,84,9.5,5.8,14.2,39,4.0,0.0,8.4,4.5
2017/3/18,112,40,72,62,50,10.4,5.4,15.0,45,2.5,,8.3,5.7
2017/3/19,73,33,40,35,38,12.4,6.8,18.2,42,2.5,0.0,8.1,5.8
2017/3/20,61,28,33,30,31,12.8,8.9,17.7,38,4.4,,9.5,5.5
2017/3/21,184,69,115,82,102,9.6,7.4,13.1,89,3.6,20.5,0,10.6
2017/3/22,108,42,66,52,56,10.2,6.4,15.0,42,5.4,,8.8,5.1
2017/3/23,88,45,43,40,48,9.8,6.5,14.0,45,2.6,,4.4,5.5
2017/3/24,85,27,58,44,41,9.1,5.7,13.5,41,4.7,0.0,6.3,4.7
2017/3/25,60,17,43,35,25,8.3,4.9,12.3,43,3.7,,8.7,4.7
2017/3/26,49,18,31,29,20,6.0,4.7,9.2,91,4.2,11.5,0,8.4
2017/3/27,120,47,73,58,62,6.1,2.8,10.9,84,5.3,14.5,3.8,7.8
2017/3/28,94,29,65,52,42,8.8,4.6,13.3,58,3.1,0.0,8.4,6.4
2017/3/29,77,24,53,40,37,9.3,5.1,14.0,67,2.5,,8.7,7.7
2017/3/30,86,30,56,41,45,12.3,6.9,17.6,61,2.9,,10.4,8.7
2017/3/31,90,31,59,45,45,8.8,5.2,12.9,65,4.2,9.5,0.9,7.0
2017/4/1,72,23,49,38,34,6.5,4.8,8.8,81,3.7,8.5,0,7.7
2017/4/2,35,15,20,16,19,8.7,5.2,12.8,60,2.9,,8.3,6.6
2017/4/3,110,34,76,50,60,10.7,7.7,16.6,59,3.3,0.0,9,7.6
2017/4/4,89,13,76,47,42,11.6,6.1,16.5,60,3.1,,12,7.9
2017/4/5,73,20,53,29,44,14.9,9.9,19.7,62,4.4,,9.1,10.5
2017/4/6,68,24,44,33,35,16.8,14.0,21.0,68,6.2,0.0,7.6,13.0
2017/4/7,79,21,58,42,37,17.5,16.2,20.2,85,6.8,0.5,3.4,17.0
2017/4/8,52,13,39,26,26,16.5,14.3,17.8,98,3.6,9.5,0,18.3
2017/4/9,45,11,34,20,25,14.4,12.1,17.7,93,3.6,7.0,0,15.5
2017/4/10,98,24,74,52,46,11.1,8.8,14.8,48,2.8,,5.6,6.3
2017/4/11,51,16,35,26,25,9.0,6.8,12.5,88,4.9,35.5,0,10.1
2017/4/12,58,13,45,26,32,14.3,9.6,21.3,63,3.5,0.0,7.4,10.0
2017/4/13,47,18,29,23,24,12.8,9.0,17.8,46,3.5,0.0,7.6,6.9
2017/4/14,52,14,38,28,24,15.4,8.9,21.3,50,4.3,,12.1,8.7
2017/4/15,41,10,31,23,18,18.7,16.4,22.8,58,6.7,,9.6,12.4
2017/4/16,35,11,24,14,21,19.5,13.0,25.7,52,3.3,,11.6,11.4
2017/4/17,94,16,78,51,43,17.7,14.8,23.6,77,3.1,16.5,3.7,15.3
2017/4/18,50,5,45,23,27,19.5,14.9,24.1,74,6.7,29.5,4.6,16.6
2017/4/19,55,10,45,32,23,18.6,14.0,25.5,46,5.6,,12.3,9.4
2017/4/20,52,13,39,29,23,15.5,11.3,20.1,48,3.3,0.0,9.6,8.4
2017/4/21,39,5,34,18,21,15.5,14.3,19.0,74,1.8,0.0,1.2,13.0
2017/4/22,28,5,23,21,7,15.0,10.2,19.0,70,2.6,9.0,0.4,11.7
2017/4/23,22,0,22,13,9,13.8,9.9,18.3,57,3.5,0.5,11.3,8.7
2017/4/24,69,9,60,34,35,14.9,12.1,19.3,59,3.0,,7,9.9
2017/4/25,57,9,48,27,30,16.1,12.8,20.8,62,4.5,,9.6,11.1
2017/4/26,48,8,40,21,27,16.6,14.5,18.8,75,5.7,0.0,0,14.2
2017/4/27,37,4,33,17,20,14.2,12.2,17.0,77,3.7,6.0,1.7,12.5
2017/4/28,50,8,42,23,27,15.8,12.1,20.7,58,2.6,,9.2,10.0
2017/4/29,10,1,9,5,5,16.9,12.2,22.7,62,3.5,,12,11.6
2017/4/30,17,3,14,7,10,18.5,12.3,23.3,56,3.6,,12.6,11.6
2017/5/1,51,7,44,25,26,17.9,15.0,24.4,66,2.6,1.0,8.4,13.6
2017/5/2,43,5,38,19,24,16.9,13.5,22.4,39,3.6,,10.5,7.3
2017/5/3,16,6,10,9,7,17.0,13.1,22.2,62,3.8,,9,11.7
2017/5/4,17,2,15,6,11,18.0,15.1,22.9,68,4.1,,8.6,13.7
2017/5/5,15,2,13,7,8,18.9,14.9,24.8,78,3.0,,12.5,16.5
2017/5/6,31,1,30,9,22,20.9,16.1,26.2,78,5.1,,11.4,19.1
2017/5/7,9,1,8,5,4,20.1,16.5,23.6,73,2.7,,2.2,17.1
2017/5/8,42,7,35,23,19,21.7,15.0,27.8,49,3.6,,12.5,11.9
2017/5/9,16,1,15,7,9,19.1,16.6,21.6,57,2.6,0.0,0.8,12.5
2017/5/10,17,1,16,6,11,16.4,15.2,17.1,94,1.5,5.5,0,17.5
2017/5/11,8,2,6,1,7,21.3,15.9,26.5,67,2.3,,10.2,16.4
2017/5/12,13,0,13,5,8,21.7,18.1,27.4,73,2.5,0.0,9.3,18.6
2017/5/13,9,1,8,5,4,17.8,16.3,20.1,95,3.1,34.0,0,19.4
2017/5/14,6,1,5,5,1,18.1,16.0,21.3,79,3.5,,1.9,16.4
2017/5/15,16,0,16,11,5,17.9,15.8,22.4,85,2.6,0.0,1.6,17.4
2017/5/16,10,2,8,4,6,18.8,17.0,22.8,76,3.2,,4.5,16.2
2017/5/17,6,1,5,3,3,17.7,16.0,20.2,72,2.1,,0.3,14.4
2017/5/18,7,1,6,4,3,18.2,15.7,23.4,74,2.7,0.5,6.3,15.5
2017/5/19,7,2,5,4,3,20.0,15.3,25.5,73,3.0,,13.1,16.8
2017/5/20,3,1,2,1,2,21.7,17.0,27.7,70,2.7,,13.1,17.7
2017/5/21,1,1,0,0,1,23.1,18.1,30.0,67,3.2,,12.6,18.4
2017/5/22,14,2,12,4,10,22.8,19.3,27.4,66,4.4,,12.6,18.1
2017/5/23,8,0,8,2,6,22.2,19.3,26.8,63,5.8,,12.7,16.7
2017/5/24,9,0,9,4,5,22.0,19.3,26.3,75,4.0,0.0,4,19.5
2017/5/25,6,1,5,1,5,21.5,19.8,25.7,81,2.6,0.5,1.2,20.6
2017/5/26,2,0,2,2,0,19.2,17.5,21.8,94,2.4,19.0,0.2,20.7
2017/5/27,5,1,4,3,2,21.9,18.3,28.0,70,3.6,0.0,10.2,17.8
2017/5/28,3,1,2,1,2,20.9,18.5,25.5,68,3.2,,10.2,16.6
2017/5/29,8,0,8,3,5,21.3,18.1,25.9,72,3.5,,11.4,17.9
2017/5/30,6,1,5,2,4,23.1,18.4,28.2,70,3.3,,11.5,19.4
2017/5/31,12,2,10,7,5,23.2,21.1,26.6,77,4.4,0.0,5.4,21.9
2017/6/1,4,1,3,3,1,22.2,19.2,26.4,84,2.6,20.0,4.2,22.3
2017/6/2,7,1,6,5,2,23.7,19.3,28.6,49,4.8,,12.1,13.8
2017/6/3,4,0,4,1,3,21.3,16.8,25.7,44,3.6,,13,11.1
2017/6/4,1,0,1,1,0,20.9,17.3,25.9,44,3.9,,11.9,10.7
2017/6/5,10,1,9,4,6,20.1,16.9,25.0,58,3.5,5.5,8.8,13.5
2017/6/6,2,0,2,0,2,19.8,17.0,23.6,67,3.3,0.0,5,15.4
2017/6/7,2,1,1,1,1,20.2,18.4,22.3,74,4.6,0.0,0.3,17.6
2017/6/8,2,0,2,1,1,20.9,18.9,24.3,85,4.3,0.0,3.1,21.0
2017/6/9,2,1,1,1,1,22.8,20.7,26.7,70,2.8,,5.5,19.2
2017/6/10,2,0,2,1,1,24.2,19.9,29.5,64,4.3,,11.4,18.5
2017/6/11,1,1,0,0,1,21.3,19.4,24.9,69,3.3,0.0,2.5,17.6
2017/6/12,0,0,0,0,0,20.1,16.9,23.9,63,3.7,0.0,3.2,14.7
2017/6/13,1,0,1,0,1,17.4,16.3,19.6,91,2.6,14.5,0.1,18.2
2017/6/14,7,0,7,2,5,19.4,15.7,24.5,81,3.4,6.5,6.5,18.1
2017/6/15,3,2,1,1,2,21.3,17.9,26.4,77,3.3,,7.9,19.1
2017/6/16,0,0,0,0,0,22.9,18.8,28.2,69,2.8,,13.1,18.9
2017/6/17,2,1,1,1,1,22.2,19.2,26.9,61,3.2,,13.1,16.0
2017/6/18,3,2,1,2,1,19.8,18.3,22.3,86,3.4,30.0,0,19.7
2017/6/19,0,0,0,0,0,22.4,17.9,29.7,66,4.5,0.5,10.4,17.4
2017/6/20,2,2,0,2,0,22.5,18.0,28.1,76,3.4,,8.7,20.9
2017/6/21,0,0,0,0,0,22.4,19.8,24.3,90,6.2,47.0,0,24.4
2017/6/22,0,0,0,0,0,24.0,21.0,27.7,67,2.5,,3.4,19.5
2017/6/23,0,0,0,0,0,24.2,20.3,29.9,72,2.9,,12.8,21.3
2017/6/24,0,0,0,0,0,24.3,21.3,28.4,75,2.6,,8.4,22.6
2017/6/25,0,0,0,0,0,22.3,21.1,23.8,94,2.1,10.0,0,25.2
2017/6/26,0,0,0,0,0,23.0,21.3,25.5,83,2.5,0.0,1.2,23.4
2017/6/27,0,0,0,0,0,23.1,21.7,25.5,87,2.1,1.0,0.1,24.6
2017/6/28,1,0,1,1,0,22.7,21.4,25.9,90,1.6,1.5,0.9,24.8
2017/6/29,0,0,0,0,0,24.2,21.0,28.6,82,2.3,0.0,3,24.4
2017/6/30,1,0,1,0,1,23.7,22.3,24.8,88,4.1,1.5,0.1,25.7
2017/7/1,0,0,0,0,0,24.5,22.8,26.6,83,3.1,0.0,0,25.5
2017/7/2,2,0,2,1,1,26.2,21.8,31.0,80,2.4,1.0,4.1,26.8
2017/7/3,2,2,0,2,0,28.1,25.1,32.8,75,3.8,0.0,8,28.2
2017/7/4,2,2,0,1,1,27.0,23.6,29.8,78,2.5,39.5,0,27.8
2017/7/5,0,0,0,0,0,26.2,22.5,30.8,80,2.9,0.0,5.9,26.9
2017/7/6,1,1,0,0,1,26.3,23.6,30.4,76,3.5,0.0,9.4,25.6
2017/7/7,2,2,0,1,1,26.2,23.0,31.0,75,2.6,,13.1,25.3
2017/7/8,2,2,0,2,0,27.1,23.2,32.9,72,2.5,,13.1,25.2
2017/7/9,0,0,0,0,0,26.9,23.4,31.4,79,3.2,,12.6,27.7
